"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5626","xpathlocators","chromium","2026-05-24","passed","2026-05-24","","xpathlocators.spec.ts","",""
